Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
946-14-8471,Giza,Naypyitaw,Normal,Male,Electronic accessories,89.15,8.0,35.66,748.86,03/10/2019,22:41,Ewallet,713.2,4.761904762,35.66,5.0
119-18-5275,Alex,Yangon,Member,Male,Health and beauty,83.87,9.0,37.7415,792.5715,02/14/2019,16:09,Credit card,754.83,4.761904762,37.7415,9.9
253-45-5533,Cairo,Naypyitaw,Normal,Male,Food and beverages,66.88,9.0,30.096,632.016,01/06/2019,03:33,Cash,601.92,4.761904762,30.096,8.3
886-39-6122,Giza,Mandalay,Member,Male,Home and lifestyle,26.52,1.0,1.326,63.5463,01/11/2019,14:05,Ewallet,26.52,4.761904762,1.326,7.5
306-83-8531,Cairo,Naypyitaw,Normal,Female,Health and beauty,78.03,8.0,31.212,655.452,02/03/2019,16:49,Credit card,624.24,4.761904762,31.212,4.1
902-76-2160,Cairo,Naypyitaw,Member,Female,Sports and travel,89.64,6.0,26.892,564.732,01/21/2019,06:34,Cash,537.84,4.761904762,26.892,6.5
866-85-7416,Alex,Mandalay,Member,Male,Sports and travel,41.61,4.0,8.322,174.762,01/27/2019,09:11,Ewallet,166.44,4.761904762,8.322,8.1
458-94-3452,Cairo,Naypyitaw,Normal,Female,Fashion accessories,10.01,5.0,2.5025,52.5525,01/27/2019,17:08,Credit card,50.05,4.761904762,2.5025,6.7
120-67-4136,Giza,Mandalay,Member,Female,Fashion accessories,39.37,6.0,11.811,248.031,01/08/2019,12:41,Credit card,236.22,4.761904762,11.811,8.6
732-24-1472,Giza,Yangon,Normal,Female,Sports and travel,65.52,9.0,29.484,619.164,03/13/2019,05:13,Cash,589.68,4.761904762,29.484,6.9
900-78-9734,Cairo,Yangon,Member,Female,Home and lifestyle,65.5,9.0,29.475,618.975,02/24/2019,08:24,Credit card,589.5,4.761904762,29.475,6.7
508-17-5638,Cairo,Mandalay,Normal,Female,Health and beauty,82.65,9.0,37.1925,781.0425,03/31/2019,16:16,Credit card,743.85,4.761904762,37.1925,5.6
890-24-7100,Cairo,Mandalay,Member,Female,Food and beverages,54.68,6.0,16.404,344.484,02/15/2019,20:14,Cash,328.08,4.761904762,16.404,9.2
988-99-6155,Giza,Mandalay,Normal,Female,Health and beauty,48.33,3.0,7.2495,152.2395,02/19/2019,04:42,Credit card,144.99,4.761904762,7.2495,9.1
502-94-1730,Cairo,Yangon,Member,Female,Sports and travel,,9.0,37.6155,789.9255,01/26/2019,08:05,Ewallet,752.31,4.761904762,37.6155,8.9
712-60-2046,Giza,Naypyitaw,Normal,Female,Home and lifestyle,31.28,10.0,15.64,328.44,03/17/2019,16:31,Credit card,312.8,4.761904762,15.64,4.0
907-44-6591,Giza,Naypyitaw,Normal,Male,Sports and travel,97.04,9.0,43.668,917.028,02/07/2019,20:22,Ewallet,873.36,4.761904762,43.668,8.8
709-29-5297,Cairo,Naypyitaw,Normal,Male,Electronic accessories,49.16,6.0,14.748,309.708,03/27/2019,05:35,Ewallet,294.96,4.761904762,14.748,8.0
844-77-2291,Alex,Naypyitaw,Normal,Male,Electronic accessories,81.93,9.0,36.8685,780.8577,02/17/2019,05:53,Cash,737.37,4.761904762,36.8685,9.8
459-59-7508,Alex,Naypyitaw,Normal,Male,Fashion accessories,28.67,1.0,1.4335,30.1035,03/05/2019,00:32,Credit card,28.67,4.761904762,1.4335,8.1
947-33-6315,Cairo,Naypyitaw,Normal,Female,Sports and travel,23.98,4.0,4.796,100.716,03/14/2019,05:21,Cash,95.92,4.761904762,4.796,4.2
587-21-4092,Alex,Yangon,Normal,Female,Home and lifestyle,21.53,4.0,4.306,90.426,03/19/2019,02:47,Credit card,86.12,4.761904762,4.306,9.1
154-69-8771,Giza,Naypyitaw,Normal,Female,Electronic accessories,65.62,7.0,22.967,491.593,01/18/2019,10:48,Credit card,459.34,4.761904762,22.967,9.3
245-37-7217,Giza,Yangon,Normal,Male,Food and beverages,47.01,4.0,9.402,228.8486,03/02/2019,01:15,Cash,188.04,4.761904762,9.402,6.5
140-15-6391,Alex,Yangon,Member,Male,Sports and travel,74.72,7.0,26.152,549.192,03/13/2019,20:47,Cash,523.04,4.761904762,26.152,8.6
796-95-6864,Cairo,Mandalay,Normal,Female,Food and beverages,73.53,3.0,11.0295,231.6195,02/25/2019,07:23,Ewallet,220.59,4.761904762,11.0295,9.4
330-10-7745,Giza,Naypyitaw,Normal,Male,Food and beverages,36.47,2.0,3.647,76.587,02/18/2019,09:48,Cash,72.94,4.761904762,3.647,4.1
856-21-9009,Alex,Yangon,Member,Female,Health and beauty,89.53,9.0,40.2885,846.0585,01/19/2019,16:07,Cash,805.77,4.761904762,40.2885,9.7
152-42-8827,Alex,Yangon,Normal,Female,Electronic accessories,61.93,1.0,3.0965,65.0265,02/23/2019,19:38,Ewallet,61.93,4.761904762,3.0965,4.9
963-71-6420,Alex,Naypyitaw,Member,Female,Fashion accessories,50.93,8.0,20.372,427.812,01/28/2019,03:10,Credit card,407.44,4.761904762,20.372,6.2
716-31-3240,Cairo,Yangon,Normal,Female,Food and beverages,94.76,3.0,14.214,298.494,03/11/2019,01:35,Ewallet,284.28,4.761904762,14.214,7.5
619-99-9575,Cairo,Yangon,Member,Male,Fashion accessories,14.38,6.0,4.314,139.906,02/17/2019,13:12,Credit card,86.28,4.761904762,4.314,4.9
359-71-7646,Alex,Mandalay,Normal,Male,Food and beverages,36.97,1.0,1.8485,38.8185,01/25/2019,14:04,Cash,36.97,4.761904762,1.8485,8.5
491-19-9024,Giza,Yangon,Member,Female,Fashion accessories,,8.0,27.328,573.888,01/28/2019,05:18,Cash,546.56,4.761904762,27.328,4.0
798-84-8924,Alex,Mandalay,Member,Male,Home and lifestyle,95.76,,38.304,804.384,02/04/2019,13:56,Credit card,766.08,4.761904762,38.304,6.0
268-62-1247,Cairo,Naypyitaw,Normal,Male,Electronic accessories,85.16,1.0,4.258,89.418,03/11/2019,19:46,Credit card,85.16,4.761904762,4.258,6.9
246-15-9387,Alex,Naypyitaw,Member,Female,Food and beverages,98.43,1.0,4.9215,103.3515,03/19/2019,03:11,Ewallet,98.43,4.761904762,4.9215,9.5
528-93-8191,Giza,Yangon,Member,Male,Food and beverages,,4.0,14.5,304.5,03/25/2019,02:00,Ewallet,290.0,4.761904762,14.5,8.0
347-51-8901,Giza,Yangon,Member,Male,Electronic accessories,39.55,8.0,,332.22,01/24/2019,17:56,Credit card,316.4,4.761904762,15.82,6.7
746-92-3274,Cairo,Yangon,Member,Male,Fashion accessories,13.64,2.0,1.364,28.644,01/27/2019,01:47,Ewallet,27.28,4.761904762,1.364,6.3
801-86-5018,Giza,Mandalay,Normal,Female,Sports and travel,,5.0,15.805,331.905,04/01/2019,17:38,Cash,316.1,4.761904762,15.805,5.6
913-25-3551,Cairo,Yangon,Member,Male,Sports and travel,68.6,1.0,3.43,109.3337,01/30/2019,13:06,Credit card,68.6,4.761904762,3.43,5.1
503-14-4356,Alex,Yangon,Normal,Male,Fashion accessories,98.02,9.0,44.109,926.289,01/26/2019,20:06,Cash,882.18,4.761904762,44.109,7.0
309-47-2254,Giza,Mandalay,Normal,Female,Fashion accessories,88.13,2.0,8.813,176.2137,03/14/2019,07:02,Credit card,176.26,4.761904762,8.813,5.5
880-73-2282,Alex,Yangon,Member,Male,Health and beauty,49.54,1.0,2.477,52.017,03/06/2019,15:41,Ewallet,49.54,4.761904762,2.477,9.2
986-95-4344,Giza,Yangon,Member,Female,Sports and travel,68.0,2.0,6.8,125.022,02/24/2019,20:06,Cash,136.0,4.761904762,6.8,9.7
132-99-2700,Giza,Mandalay,Normal,Male,Fashion accessories,,1.0,3.6475,76.5975,01/13/2019,12:29,Cash,72.95,4.761904762,3.6475,8.2
820-87-7857,Cairo,Yangon,Member,Female,Electronic accessories,60.74,4.0,,255.108,02/23/2019,14:13,Cash,242.96,4.761904762,12.148,7.7
165-59-8889,Alex,Naypyitaw,Normal,Female,Sports and travel,20.33,4.0,4.066,85.386,03/08/2019,06:46,Credit card,81.32,4.761904762,4.066,5.4
977-79-6507,Alex,Mandalay,Normal,Male,Fashion accessories,74.27,6.0,22.281,467.901,02/19/2019,12:48,Cash,445.62,4.761904762,22.281,8.0
614-72-4012,Alex,Naypyitaw,Normal,Male,Sports and travel,72.04,6.0,21.612,453.852,02/25/2019,14:41,Cash,432.24,4.761904762,21.612,7.8
314-42-5698,Alex,Mandalay,Member,Female,Food and beverages,85.39,10.0,42.695,896.595,03/16/2019,15:07,Ewallet,853.9,4.761904762,42.695,8.9
753-35-3840,Alex,Naypyitaw,Member,Male,Health and beauty,91.57,2.0,9.157,192.297,01/10/2019,06:53,Credit card,183.14,4.761904762,9.157,4.0
797-39-2937,Giza,Naypyitaw,Member,Female,Health and beauty,27.15,9.0,12.2175,256.5675,02/17/2019,04:34,Credit card,244.35,4.761904762,12.2175,7.2
919-72-7385,Cairo,Yangon,Member,Female,Health and beauty,83.39,1.0,4.1695,54.3569,03/10/2019,08:14,Cash,83.39,4.761904762,4.1695,6.8
180-90-5503,Cairo,Yangon,Normal,Male,Home and lifestyle,44.11,10.0,22.055,463.155,02/23/2019,22:40,Cash,441.1,4.761904762,22.055,5.5
808-12-6503,Alex,Naypyitaw,Normal,Male,Fashion accessories,92.0,5.0,23.0,483.0,03/28/2019,02:19,Credit card,460.0,4.761904762,23.0,7.7
754-82-1729,Cairo,Mandalay,Member,Female,Fashion accessories,79.31,4.0,15.862,305.9746,01/24/2019,10:12,Cash,317.24,4.761904762,15.862,9.8
726-73-2883,Cairo,Yangon,Member,Male,Fashion accessories,29.44,4.0,5.888,115.9784,01/01/2019,00:34,Credit card,117.76,4.761904762,5.888,9.1
329-75-7834,Giza,Naypyitaw,Member,Female,Food and beverages,22.92,3.0,3.438,72.198,02/19/2019,01:38,Cash,68.76,4.761904762,3.438,7.9
824-42-8695,Cairo,Mandalay,Normal,Male,Electronic accessories,55.94,3.0,8.391,176.5228,02/15/2019,20:16,Cash,167.82,4.761904762,8.391,5.8
486-71-6443,Alex,Mandalay,Normal,Male,Sports and travel,71.75,9.0,32.2875,671.8716,03/13/2019,08:32,Cash,645.75,4.761904762,32.2875,8.3
698-99-1359,Alex,Yangon,Member,Female,Fashion accessories,,9.0,8.8965,186.8265,01/14/2019,13:16,Credit card,177.93,4.761904762,8.8965,9.9
362-60-6362,Alex,Yangon,Member,Female,Electronic accessories,29.05,8.0,,244.02,01/11/2019,22:28,Cash,232.4,4.761904762,11.62,7.9
425-35-8712,Giza,Mandalay,Member,Male,Home and lifestyle,78.16,3.0,11.724,246.204,01/02/2019,09:05,Ewallet,234.48,4.761904762,11.724,4.2
190-15-9062,Giza,Mandalay,Member,Female,Fashion accessories,11.13,9.0,5.0085,105.1785,01/03/2019,00:38,Cash,100.17,4.761904762,5.0085,7.9
551-38-9320,Cairo,Naypyitaw,Member,Male,Health and beauty,79.13,4.0,15.826,332.346,01/30/2019,05:10,Credit card,316.52,4.761904762,15.826,6.9
797-37-1743,Giza,Naypyitaw,Member,Male,Electronic accessories,57.87,10.0,28.935,607.635,01/26/2019,00:42,Ewallet,578.7,4.761904762,28.935,8.9
662-59-1322,Giza,Mandalay,Member,Female,Sports and travel,23.03,10.0,11.515,241.815,01/22/2019,20:09,Ewallet,230.3,4.761904762,11.515,5.7
795-54-8607,Cairo,Yangon,Normal,Female,Home and lifestyle,65.12,3.0,9.768,205.128,03/25/2019,13:32,Credit card,195.36,4.761904762,9.768,10.0
632-17-5725,Cairo,Naypyitaw,Member,Female,Health and beauty,89.47,7.0,31.3145,657.6045,03/28/2019,06:44,Cash,626.29,4.761904762,31.3145,10.0
301-40-3568,Cairo,Yangon,Member,Male,Fashion accessories,52.24,1.0,2.612,54.852,01/14/2019,20:56,Cash,52.24,4.761904762,2.612,6.7
696-81-2407,Giza,Yangon,Normal,Female,Home and lifestyle,25.05,4.0,5.01,105.21,03/08/2019,04:08,Credit card,100.2,4.761904762,5.01,7.7
862-96-1914,Cairo,Naypyitaw,Normal,Male,Home and lifestyle,27.8,4.0,5.56,70.2044,01/07/2019,21:33,Ewallet,111.2,4.761904762,5.56,5.1
573-58-8342,Alex,Mandalay,Normal,Female,Food and beverages,19.48,8.0,7.792,163.632,02/15/2019,17:25,Cash,155.84,4.761904762,7.792,8.9
388-68-6320,Cairo,Mandalay,Normal,Male,Food and beverages,84.79,2.0,8.479,178.059,01/31/2019,08:24,Ewallet,169.58,4.761904762,8.479,6.5
230-13-8234,Cairo,Yangon,Normal,Male,Electronic accessories,33.85,5.0,8.4625,177.7125,02/20/2019,00:51,Ewallet,169.25,4.761904762,8.4625,8.7
783-10-5885,Alex,Mandalay,Normal,Female,Electronic accessories,,4.0,6.322,132.762,01/05/2019,08:49,Credit card,126.44,4.761904762,6.322,8.5
148-61-8878,Alex,Mandalay,Member,Male,Fashion accessories,70.6,5.0,17.65,370.65,03/08/2019,04:02,Cash,353.0,4.761904762,17.65,8.3
858-64-6402,Giza,Mandalay,Member,Female,Sports and travel,77.38,8.0,30.952,649.992,02/22/2019,09:11,Credit card,619.04,4.761904762,30.952,8.2
224-62-6714,Cairo,Mandalay,Member,Male,Fashion accessories,24.55,9.0,11.0475,231.9975,02/27/2019,17:23,Ewallet,220.95,4.761904762,11.0475,8.0
953-88-7186,Cairo,Yangon,Member,Female,Home and lifestyle,59.08,8.0,23.632,475.8239,01/17/2019,00:09,Cash,472.64,4.761904762,23.632,6.3
449-90-1056,Giza,Naypyitaw,Normal,Female,Home and lifestyle,19.39,9.0,8.7255,183.2355,03/26/2019,04:23,Credit card,174.51,4.761904762,8.7255,8.8
365-34-5634,Alex,Mandalay,Member,Female,Health and beauty,,8.0,36.688,770.448,01/19/2019,09:40,Ewallet,733.76,4.761904762,36.688,5.2
943-36-3446,Alex,Naypyitaw,Member,Male,Fashion accessories,96.12,,38.448,807.408,03/07/2019,12:36,Cash,768.96,4.761904762,38.448,5.3
252-87-3629,Alex,Naypyitaw,Member,Male,Health and beauty,,2.0,9.693,203.553,01/17/2019,02:19,Credit card,193.86,4.761904762,9.693,7.7
607-64-2696,Giza,Naypyitaw,Normal,Female,Health and beauty,81.7,6.0,24.51,514.71,02/06/2019,01:02,Ewallet,490.2,4.761904762,24.51,9.8
253-12-3410,Cairo,Yangon,Member,Male,Fashion accessories,89.87,6.0,26.961,566.181,03/31/2019,02:03,Credit card,539.22,4.761904762,26.961,5.8
169-12-7906,Alex,Yangon,Member,Male,Food and beverages,64.68,7.0,22.638,475.398,03/31/2019,00:07,Ewallet,452.76,4.761904762,22.638,6.3
850-40-7578,Alex,Mandalay,Member,Female,Fashion accessories,88.49,8.0,35.396,743.316,01/08/2019,20:28,Cash,707.92,4.761904762,35.396,8.7
330-26-8893,Giza,Naypyitaw,Member,Male,Home and lifestyle,,7.0,18.7635,394.0335,03/31/2019,08:03,Credit card,375.27,4.761904762,18.7635,9.0
632-49-5999,Alex,Mandalay,Member,Male,Food and beverages,47.48,9.0,21.366,462.8432,02/23/2019,11:02,Cash,427.32,4.761904762,21.366,5.5
191-52-6463,Cairo,Naypyitaw,Member,Female,Sports and travel,72.28,1.0,3.614,75.894,02/06/2019,23:36,Ewallet,72.28,4.761904762,3.614,7.6
792-56-7537,Giza,Mandalay,Member,Female,Health and beauty,35.34,9.0,15.903,333.963,02/22/2019,13:23,Ewallet,318.06,4.761904762,15.903,4.3
942-16-9776,Alex,Naypyitaw,Normal,Female,Fashion accessories,94.57,10.0,47.285,992.985,02/24/2019,00:01,Ewallet,945.7,4.761904762,47.285,5.4
208-31-6473,Cairo,Naypyitaw,Normal,Female,Fashion accessories,85.6,4.0,17.12,359.52,01/24/2019,01:08,Ewallet,342.4,4.761904762,17.12,9.9
965-92-9890,Alex,Naypyitaw,Member,Male,Food and beverages,71.64,5.0,17.91,376.11,04/01/2019,06:09,Cash,358.2,4.761904762,17.91,5.4
350-93-2521,Cairo,Yangon,Member,Female,Home and lifestyle,26.8,8.0,10.72,225.12,03/29/2019,03:44,Credit card,214.4,4.761904762,10.72,7.4
638-85-7536,Cairo,Mandalay,Normal,Male,Electronic accessories,53.62,3.0,8.043,168.903,01/22/2019,18:51,Ewallet,160.86,4.761904762,8.043,6.5
860-30-4753,Alex,Yangon,Normal,Female,Sports and travel,49.33,10.0,24.665,567.9326,01/22/2019,15:13,Ewallet,493.3,4.761904762,24.665,7.8
671-26-8722,Cairo,Naypyitaw,Normal,Female,Electronic accessories,32.11,8.0,12.844,269.724,02/11/2019,13:06,Credit card,256.88,4.761904762,12.844,5.4
686-96-1596,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.65,2.0,6.965,146.265,02/25/2019,05:45,Cash,139.3,4.761904762,6.965,4.4
752-98-9156,Giza,Naypyitaw,Member,Male,Food and beverages,44.79,8.0,17.916,376.236,01/08/2019,03:24,Cash,358.32,4.761904762,17.916,9.3
662-95-6682,Cairo,Mandalay,Member,Male,Food and beverages,66.53,,29.9385,628.7085,03/06/2019,04:42,Cash,598.77,4.761904762,29.9385,8.6
557-79-4921,Cairo,Mandalay,Member,Female,Health and beauty,72.5,4.0,14.5,304.5,01/28/2019,21:07,Credit card,290.0,4.761904762,14.5,5.0
315-14-1065,Alex,Naypyitaw,Member,Male,Home and lifestyle,,9.0,37.728,792.288,02/05/2019,04:49,Credit card,754.56,4.761904762,37.728,8.1
157-30-8134,Giza,Mandalay,Member,Female,Electronic accessories,60.53,2.0,6.053,127.113,02/05/2019,12:20,Ewallet,121.06,4.761904762,6.053,7.5
190-37-2523,Giza,Yangon,Member,Male,Food and beverages,69.48,9.0,31.266,622.1195,03/08/2019,10:59,Credit card,625.32,4.761904762,31.266,6.4
462-73-6037,Cairo,Naypyitaw,Normal,Female,Fashion accessories,31.66,9.0,14.247,290.9161,03/19/2019,15:50,Credit card,284.94,4.761904762,14.247,4.4
978-54-7015,Cairo,Mandalay,Normal,Female,Sports and travel,64.51,3.0,9.6765,203.2065,03/15/2019,09:41,Credit card,193.53,4.761904762,9.6765,4.2
357-49-2019,Giza,Mandalay,Normal,Female,Fashion accessories,41.3,2.0,4.13,86.73,01/30/2019,23:07,Cash,82.6,4.761904762,4.13,7.7
785-12-1647,Giza,Naypyitaw,Member,Female,Fashion accessories,22.56,8.0,9.024,203.8345,03/09/2019,20:22,Credit card,180.48,4.761904762,9.024,8.0
158-26-8944,Giza,Yangon,Member,Female,Food and beverages,72.63,1.0,3.6315,76.2615,03/17/2019,05:19,Cash,72.63,4.761904762,3.6315,8.2
767-70-9069,Cairo,Mandalay,Normal,Male,Food and beverages,80.79,4.0,16.158,339.318,03/21/2019,23:47,Credit card,323.16,4.761904762,16.158,9.2
585-24-7592,Alex,Naypyitaw,Member,Female,Home and lifestyle,52.6,3.0,7.89,137.6003,03/31/2019,10:21,Cash,157.8,4.761904762,7.89,9.1
954-98-1776,Alex,Yangon,Member,Female,Fashion accessories,41.86,1.0,2.093,43.953,02/02/2019,00:34,Ewallet,41.86,4.761904762,2.093,8.8
730-88-8591,Giza,Yangon,Member,Female,Home and lifestyle,60.99,10.0,30.495,640.395,01/07/2019,02:57,Credit card,609.9,4.761904762,30.495,8.4
942-84-4433,Giza,Yangon,Normal,Female,Sports and travel,13.87,1.0,0.6935,14.5635,01/24/2019,12:27,Credit card,13.87,4.761904762,0.6935,7.1
512-30-2291,Alex,Naypyitaw,Normal,Female,Home and lifestyle,14.9,9.0,6.705,164.468,02/16/2019,19:05,Credit card,134.1,4.761904762,6.705,5.6
530-20-3088,Alex,Mandalay,Member,Male,Electronic accessories,80.67,9.0,36.3015,762.3315,01/22/2019,22:56,Cash,726.03,4.761904762,36.3015,8.4
619-23-3171,Giza,Mandalay,Normal,Female,Health and beauty,12.29,9.0,5.5305,116.1405,01/30/2019,13:52,Ewallet,110.61,4.761904762,5.5305,7.1
687-74-8386,Cairo,Yangon,Normal,Female,Fashion accessories,37.55,5.0,9.3875,197.1375,02/21/2019,15:18,Credit card,187.75,4.761904762,9.3875,8.9
740-49-3667,Giza,Mandalay,Normal,Female,Electronic accessories,36.72,7.0,12.852,269.892,02/15/2019,16:00,Ewallet,257.04,4.761904762,12.852,8.3
917-65-9963,Alex,Yangon,Normal,Male,Health and beauty,87.69,6.0,26.307,537.6242,04/01/2019,21:58,Credit card,526.14,4.761904762,26.307,9.6
305-35-8784,Giza,Naypyitaw,Member,Female,Sports and travel,86.77,1.0,4.3385,91.1085,01/12/2019,15:36,Ewallet,86.77,4.761904762,4.3385,6.4
874-32-7731,Cairo,Mandalay,Normal,Male,Food and beverages,15.71,9.0,7.0695,148.4595,03/01/2019,04:52,Ewallet,141.39,4.761904762,7.0695,9.7
499-47-1351,Cairo,Naypyitaw,Member,Male,Health and beauty,31.21,10.0,15.605,327.705,02/02/2019,02:06,Ewallet,312.1,4.761904762,15.605,8.5
799-94-9342,Cairo,Yangon,Member,Female,Home and lifestyle,96.97,7.0,33.9395,712.7295,02/06/2019,15:19,Ewallet,678.79,4.761904762,33.9395,6.0
402-64-6618,Cairo,Mandalay,Member,Male,Electronic accessories,49.21,10.0,24.605,516.705,01/16/2019,06:33,Cash,492.1,4.761904762,24.605,7.1
211-22-9675,Giza,Mandalay,Member,Male,Health and beauty,,6.0,14.574,306.054,01/27/2019,01:46,Cash,291.48,4.761904762,14.574,9.5
503-66-3795,Giza,Yangon,Normal,Male,Fashion accessories,61.45,2.0,6.145,129.045,02/24/2019,04:13,Ewallet,122.9,4.761904762,6.145,8.3
611-16-8881,Cairo,Yangon,Member,Male,Sports and travel,61.15,3.0,9.1725,192.6225,03/27/2019,12:23,Cash,183.45,4.761904762,9.1725,8.1
215-93-9482,Cairo,Mandalay,Member,Female,Health and beauty,43.36,6.0,13.008,273.168,03/13/2019,00:37,Cash,260.16,4.761904762,13.008,9.8
565-56-2358,Giza,Yangon,Member,Female,Fashion accessories,57.71,8.0,23.084,484.764,03/08/2019,23:40,Ewallet,461.68,4.761904762,23.084,5.0
228-60-6193,Cairo,Mandalay,Member,Male,Electronic accessories,62.44,10.0,31.22,675.3748,03/30/2019,02:21,Cash,624.4,4.761904762,31.22,7.7
516-79-5649,Cairo,Naypyitaw,Member,Male,Home and lifestyle,62.35,6.0,18.705,392.805,01/23/2019,04:26,Credit card,374.1,4.761904762,18.705,4.7
893-83-2820,Cairo,Naypyitaw,Normal,Male,Sports and travel,33.12,6.0,9.936,208.656,03/26/2019,18:15,Credit card,198.72,4.761904762,9.936,7.9
629-77-3367,Giza,Yangon,Normal,Female,Fashion accessories,54.52,8.0,21.808,457.968,02/07/2019,01:54,Cash,436.16,4.761904762,21.808,9.2
873-45-6741,Alex,Naypyitaw,Normal,Female,Electronic accessories,,10.0,29.7,623.7,03/18/2019,16:02,Cash,594.0,4.761904762,29.7,9.4
686-93-5486,Alex,Naypyitaw,Member,Male,Food and beverages,89.92,4.0,17.984,380.4928,03/23/2019,13:11,Ewallet,359.68,4.761904762,17.984,5.5
401-56-3124,Giza,Naypyitaw,Normal,Male,Electronic accessories,45.52,6.0,13.656,315.9491,03/31/2019,06:37,Ewallet,273.12,4.761904762,13.656,9.2
739-34-5808,Cairo,Naypyitaw,Normal,Female,Fashion accessories,96.12,3.0,14.418,302.778,02/19/2019,08:15,Ewallet,288.36,4.761904762,14.418,7.6
961-62-2428,Alex,Naypyitaw,Member,Male,Health and beauty,39.27,5.0,9.8175,206.1675,02/24/2019,09:02,Credit card,196.35,4.761904762,9.8175,7.1
770-19-3065,Cairo,Mandalay,Normal,Male,Electronic accessories,41.81,2.0,4.181,87.801,01/19/2019,23:22,Cash,83.62,4.761904762,4.181,6.8
438-65-7095,Cairo,Mandalay,Member,Male,Health and beauty,25.1,9.0,11.295,237.195,01/10/2019,04:11,Ewallet,225.9,4.761904762,11.295,4.6
922-32-5955,Giza,Yangon,Normal,Male,Food and beverages,20.63,2.0,2.063,42.8256,01/04/2019,15:39,Credit card,41.26,4.761904762,2.063,4.0
867-91-4762,Cairo,Mandalay,Normal,Male,Health and beauty,75.26,9.0,33.867,711.207,01/07/2019,22:21,Credit card,677.34,4.761904762,33.867,7.5
606-51-4815,Cairo,Naypyitaw,Normal,Male,Sports and travel,36.04,1.0,1.802,37.842,02/10/2019,14:07,Cash,36.04,4.761904762,1.802,5.2
947-59-4109,Giza,Naypyitaw,Member,Male,Food and beverages,96.89,5.0,24.2225,508.6725,01/27/2019,13:28,Ewallet,484.45,4.761904762,24.2225,9.4
109-78-3637,Alex,Yangon,Member,Female,Health and beauty,63.29,10.0,31.645,664.545,01/01/2019,21:19,Cash,632.9,4.761904762,31.645,5.5
867-12-7459,Cairo,Mandalay,Member,Male,Sports and travel,,2.0,5.101,154.0765,01/10/2019,16:40,Ewallet,102.02,4.761904762,5.101,6.9
189-64-9871,Giza,Mandalay,Normal,Female,Electronic accessories,98.14,4.0,19.628,412.188,03/30/2019,16:37,Cash,392.56,4.761904762,19.628,4.8
345-94-8943,Alex,Naypyitaw,Member,Female,Electronic accessories,29.72,5.0,7.43,156.03,03/08/2019,00:31,Cash,148.6,4.761904762,7.43,7.6
236-16-1481,Cairo,Naypyitaw,Normal,Male,Home and lifestyle,98.83,9.0,44.4735,933.9435,01/21/2019,08:45,Cash,889.47,4.761904762,44.4735,9.8
444-61-9236,Giza,Mandalay,Member,Female,Sports and travel,37.75,4.0,7.55,158.55,03/14/2019,12:00,Ewallet,151.0,4.761904762,7.55,8.0
734-70-6600,Alex,Naypyitaw,Normal,Female,Health and beauty,16.74,3.0,2.511,52.731,01/01/2019,01:46,Credit card,50.22,4.761904762,2.511,8.5
219-15-9164,Alex,Naypyitaw,Normal,Male,Sports and travel,30.72,3.0,4.608,96.768,02/08/2019,06:32,Cash,92.16,4.761904762,4.608,9.2
152-47-7625,Cairo,Yangon,Normal,Female,Fashion accessories,54.83,10.0,27.415,575.715,01/05/2019,08:14,Ewallet,548.3,4.761904762,27.415,6.4
743-22-4462,Alex,Mandalay,Normal,Female,Sports and travel,84.85,9.0,38.1825,801.8325,02/14/2019,20:18,Ewallet,763.65,4.761904762,38.1825,4.5
917-68-3483,Cairo,Mandalay,Member,Male,Home and lifestyle,16.82,2.0,1.682,35.322,03/09/2019,12:28,Cash,33.64,4.761904762,1.682,9.8
740-36-8825,Cairo,Yangon,Member,Female,Electronic accessories,71.71,2.0,7.171,150.591,03/31/2019,01:40,Ewallet,143.42,4.761904762,7.171,4.5
586-81-7904,Cairo,Naypyitaw,Normal,Female,Food and beverages,86.94,6.0,26.082,547.722,03/18/2019,07:12,Ewallet,521.64,4.761904762,26.082,5.3
300-11-4085,Giza,Mandalay,Normal,Male,Sports and travel,58.62,4.0,11.724,215.3879,03/12/2019,20:42,Ewallet,234.48,4.761904762,11.724,6.6
323-48-7645,Cairo,Naypyitaw,Member,Female,Health and beauty,50.19,1.0,2.5095,52.6995,03/21/2019,12:58,Credit card,50.19,4.761904762,2.5095,7.3
165-43-6784,Alex,Mandalay,Member,Male,Fashion accessories,47.54,2.0,4.754,99.834,03/31/2019,06:18,Credit card,95.08,4.761904762,4.754,7.7
905-29-8933,Alex,Naypyitaw,Normal,Male,Fashion accessories,33.65,4.0,6.73,141.33,03/18/2019,00:43,Ewallet,134.6,4.761904762,6.73,8.1
929-30-7561,Giza,Naypyitaw,Member,Female,Sports and travel,26.58,2.0,2.658,55.818,02/14/2019,16:23,Credit card,53.16,4.761904762,2.658,5.4
770-60-4728,Cairo,Yangon,Member,Male,Fashion accessories,35.87,3.0,5.3805,112.9905,02/13/2019,15:53,Cash,107.61,4.761904762,5.3805,6.5
