Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total_Amount,calculated_sales,error,is_incorrect
796-95-6864,Cairo,Mandalay,Normal,Female,Food and beverages,73.53,3.0,11.0295,231.6195,02/25/2019,07:23,Ewallet,220.59,4.761904762,11.0295,9.4,220.59,231.61950000000002,2.842170943040401e-14,False
732-73-8383,Giza,Mandalay,Normal,Male,Food and beverages,47.3,4.0,9.459999999999999,198.66,02/25/2019,12:36,Ewallet,189.2,4.761904762,9.46,9.3,189.2,198.66,0.0,False
583-61-5233,Giza,Naypyitaw,Member,Female,Sports and travel,69.62,1.0,3.4810000000000003,73.101,02/25/2019,09:22,Ewallet,69.62,4.761904762,3.481,7.7,69.62,73.101,0.0,False
523-79-8890,Cairo,Mandalay,Member,Male,Sports and travel,35.3,1.0,1.765,37.065,02/25/2019,12:21,Cash,35.3,4.761904762,1.765,4.8,35.3,37.065,0.0,False
295-26-1344,Cairo,Yangon,Member,Female,Health and beauty,48.41,4.0,9.682,203.322,02/25/2019,23:50,Cash,193.64,4.761904762,9.682,9.5,193.64,203.32199999999997,2.842170943040401e-14,False
623-41-8632,Alex,Mandalay,Normal,Female,Food and beverages,89.65,9.0,40.3425,814.3392,02/25/2019,14:10,Ewallet,806.85,4.761904762,40.3425,9.3,806.85,847.1925,32.85329999999999,True
774-45-6919,Giza,Yangon,Normal,Female,Food and beverages,59.23,1.0,2.9615,62.1915,02/25/2019,21:43,Cash,59.23,4.761904762,2.9615,4.2,59.23,62.1915,0.0,False
326-18-7191,Cairo,Mandalay,Member,Female,Electronic accessories,33.81,10.0,16.905,355.005,02/25/2019,13:45,Credit card,338.1,4.761904762,16.905,4.9,338.1,355.005,0.0,False
366-48-1848,Alex,Naypyitaw,Member,Male,Home and lifestyle,71.17,6.0,21.351,448.371,02/25/2019,04:53,Ewallet,427.02,4.761904762,21.351,9.9,427.02,448.371,0.0,False
173-68-4587,Alex,Naypyitaw,Member,Male,Fashion accessories,76.94,3.0,11.541,242.361,02/25/2019,07:22,Ewallet,230.82,4.761904762,11.541,5.7,230.82,242.361,0.0,False
798-79-2063,Giza,Yangon,Member,Female,Health and beauty,54.51,10.0,27.255000000000003,572.355,02/25/2019,17:38,Cash,545.1,4.761904762,27.255,9.3,545.1,572.355,0.0,False
380-87-7216,Cairo,Mandalay,Member,Female,Health and beauty,14.74,9.0,6.633,139.293,02/25/2019,15:17,Ewallet,132.66,4.761904762,6.633,4.8,132.66,139.293,0.0,False
255-49-9196,Cairo,Mandalay,Normal,Female,Home and lifestyle,38.76,7.0,13.566,284.886,02/25/2019,18:40,Cash,271.32,4.761904762,13.566,8.9,271.32,284.88599999999997,5.684341886080802e-14,False
774-54-4131,Cairo,Naypyitaw,Member,Female,Sports and travel,74.38,8.0,29.752,624.792,02/25/2019,21:26,Credit card,595.04,4.761904762,29.752,5.4,595.04,624.7919999999999,1.1368683772161603e-13,False
359-64-8891,Giza,Naypyitaw,Member,Female,Food and beverages,94.97,2.0,9.497,199.437,02/25/2019,07:12,Ewallet,189.94,4.761904762,9.497,6.0,189.94,199.437,0.0,False
313-16-8835,Cairo,Yangon,Member,Male,Health and beauty,29.42,5.0,7.355000000000001,154.455,02/25/2019,18:55,Ewallet,147.1,4.761904762,7.355,8.9,147.10000000000002,154.455,0.0,False
971-50-4378,Alex,Naypyitaw,Member,Female,Electronic accessories,27.63,1.0,1.3815,29.0115,02/25/2019,06:17,Credit card,27.63,4.761904762,1.3815,6.2,27.63,29.011499999999998,3.552713678800501e-15,False
172-48-9728,Giza,Mandalay,Normal,Male,Food and beverages,31.93,3.0,4.789499999999999,100.5795,02/25/2019,18:50,Credit card,95.79,4.761904762,4.7895,9.8,95.78999999999999,100.5795,0.0,False
219-84-5665,Alex,Yangon,Normal,Male,Sports and travel,44.46,9.0,20.007,420.147,02/26/2019,04:00,Ewallet,400.14,4.761904762,20.007,8.7,400.14,420.147,0.0,False
968-50-7449,Giza,Naypyitaw,Normal,Female,Home and lifestyle,13.24,3.0,1.986,41.706,02/26/2019,06:06,Credit card,39.72,4.761904762,1.986,4.6,39.72,41.705999999999996,7.105427357601002e-15,False
638-53-4954,Alex,Naypyitaw,Member,Male,Home and lifestyle,37.94,2.0,3.794,79.674,02/26/2019,20:28,Ewallet,75.88,4.761904762,3.794,9.1,75.88,79.67399999999999,1.4210854715202004e-14,False
362-75-5373,Alex,Yangon,Member,Male,Electronic accessories,19.59,5.0,4.897500000000001,102.8475,02/26/2019,23:01,Ewallet,97.95,4.761904762,4.8975,5.3,97.95,102.8475,0.0,False
313-80-3294,Cairo,Naypyitaw,Member,Male,Health and beauty,50.23,10.0,25.115,527.415,02/26/2019,06:59,Cash,502.3,4.761904762,25.115,5.5,502.29999999999995,527.415,0.0,False
186-56-1565,Cairo,Mandalay,Member,Female,Sports and travel,47.74,10.0,23.870000000000005,501.27,02/26/2019,09:25,Ewallet,477.4,4.761904762,23.87,6.8,477.40000000000003,501.27000000000004,5.684341886080802e-14,False
402-63-2270,Alex,Yangon,Member,Female,Electronic accessories,50.74,2.0,5.074000000000001,106.554,02/26/2019,19:55,Credit card,101.48,4.761904762,5.074,9.6,101.48,106.554,0.0,False
316-65-8049,Cairo,Naypyitaw,Member,Female,Food and beverages,25.61,9.0,11.524500000000002,242.0145,02/26/2019,03:26,Ewallet,230.49,4.761904762,11.5245,5.0,230.49,242.0145,0.0,False
360-45-7072,Alex,Yangon,Normal,Male,Fashion accessories,36.91,4.0,7.382,155.022,02/26/2019,03:24,Cash,147.64,4.761904762,7.382,9.5,147.64,155.022,0.0,False
159-70-5551,Alex,Mandalay,Member,Male,Home and lifestyle,41.21,1.0,2.0605,43.2705,02/26/2019,04:39,Credit card,41.21,4.761904762,2.0605,4.5,41.21,43.2705,0.0,False
603-95-6993,Giza,Naypyitaw,Normal,Male,Home and lifestyle,22.56,8.0,9.024,189.504,02/26/2019,10:16,Credit card,180.48,4.761904762,9.024,8.2,180.48,189.504,0.0,False
152-57-3765,Cairo,Naypyitaw,Normal,Male,Fashion accessories,66.0,3.0,9.9,244.8392,02/26/2019,18:42,Credit card,198.0,4.761904762,9.9,7.6,198.0,207.9,36.9392,True
192-75-8431,Giza,Naypyitaw,Member,Male,Sports and travel,14.78,3.0,2.217,46.557,02/26/2019,22:46,Cash,44.34,4.761904762,2.217,8.3,44.339999999999996,46.556999999999995,7.105427357601002e-15,False
249-81-5417,Alex,Yangon,Member,Female,Electronic accessories,50.35,6.0,15.105000000000002,318.9048,02/26/2019,15:27,Ewallet,302.1,4.761904762,15.105,8.8,302.1,317.20500000000004,1.699799999999982,True
678-62-8119,Giza,Yangon,Member,Male,Health and beauty,51.09,5.0,12.7725,268.2225,02/26/2019,11:42,Credit card,255.45,4.761904762,12.7725,4.4,255.45000000000002,268.2225,0.0,False
668-33-2644,Giza,Mandalay,Normal,Female,Sports and travel,62.78,8.0,25.112000000000002,527.352,02/26/2019,23:18,Ewallet,502.24,4.761904762,25.112,4.9,502.24,527.352,0.0,False
282-99-8512,Alex,Naypyitaw,Member,Female,Health and beauty,56.05,2.0,5.605,117.705,02/26/2019,01:09,Ewallet,112.1,4.761904762,5.605,6.9,112.1,117.705,0.0,False
536-64-5157,Giza,Yangon,Member,Male,Food and beverages,10.49,4.0,2.0980000000000003,44.058,02/26/2019,08:53,Credit card,41.96,4.761904762,2.098,10.0,41.96,44.058,0.0,False
409-97-5873,Cairo,Yangon,Member,Male,Health and beauty,59.82,3.0,8.973,188.433,02/26/2019,08:32,Cash,179.46,4.761904762,8.973,7.5,179.46,188.43300000000002,2.842170943040401e-14,False
799-39-6399,Giza,Mandalay,Normal,Male,Food and beverages,78.75,7.0,27.5625,595.7152,02/26/2019,06:56,Cash,551.25,4.761904762,27.5625,8.9,551.25,578.8125,16.90269999999998,True
931-52-9805,Cairo,Mandalay,Member,Male,Home and lifestyle,10.14,8.0,4.056,85.176,02/26/2019,02:15,Ewallet,81.12,4.761904762,4.056,5.4,81.12,85.176,0.0,False
931-57-6255,Cairo,Naypyitaw,Normal,Male,Fashion accessories,42.15,7.0,14.752500000000001,309.8025,02/26/2019,00:56,Credit card,295.05,4.761904762,14.7525,8.4,295.05,309.8025,0.0,False
268-43-3098,Giza,Mandalay,Member,Male,Fashion accessories,68.53,9.0,30.8385,647.6085,02/26/2019,10:56,Credit card,616.77,4.761904762,30.8385,9.4,616.77,647.6084999999999,1.1368683772161603e-13,False
172-56-7276,Giza,Yangon,Member,Male,Electronic accessories,62.85,2.0,6.285,131.985,02/26/2019,08:24,Ewallet,125.7,4.761904762,6.285,5.2,125.7,131.985,0.0,False
481-61-2227,Giza,Mandalay,Normal,Male,Fashion accessories,68.41,7.0,23.9435,502.8135,02/26/2019,04:16,Credit card,478.87,4.761904762,23.9435,5.1,478.87,502.8135,0.0,False
390-53-6939,Alex,Mandalay,Member,Female,Home and lifestyle,64.74,7.0,22.659,475.839,02/26/2019,15:44,Credit card,453.18,4.761904762,22.659,4.7,453.17999999999995,475.83899999999994,5.684341886080802e-14,False
163-45-8620,Giza,Naypyitaw,Normal,Male,Sports and travel,81.09,4.0,16.218,340.578,02/26/2019,03:10,Ewallet,324.36,4.761904762,16.218,6.9,324.36,340.57800000000003,5.684341886080802e-14,False
478-25-6330,Alex,Yangon,Member,Female,Home and lifestyle,45.91,4.0,9.182,192.822,02/26/2019,02:41,Ewallet,183.64,4.761904762,9.182,8.2,183.64,192.82199999999997,2.842170943040401e-14,False
283-70-4902,Cairo,Naypyitaw,Member,Male,Health and beauty,46.62,2.0,4.662,97.902,02/26/2019,09:37,Ewallet,93.24,4.761904762,4.662,8.9,93.24,97.902,0.0,False
408-90-6093,Cairo,Yangon,Normal,Male,Electronic accessories,16.04,3.0,2.406,50.526,02/26/2019,12:03,Cash,48.12,4.761904762,2.406,7.6,48.12,50.525999999999996,7.105427357601002e-15,False
195-71-4742,Cairo,Mandalay,Normal,Male,Fashion accessories,50.56,4.0,10.112000000000002,212.352,02/26/2019,00:04,Cash,202.24,4.761904762,10.112,8.3,202.24,212.352,0.0,False
617-60-9023,Giza,Mandalay,Member,Female,Home and lifestyle,82.05,9.0,36.9225,809.2753,02/26/2019,06:26,Ewallet,738.45,4.761904762,36.9225,4.0,738.4499999999999,775.3725,33.90280000000007,True
356-89-4589,Alex,Mandalay,Member,Female,Electronic accessories,45.2,2.0,4.5200000000000005,94.92,02/26/2019,09:04,Credit card,90.4,4.761904762,4.52,9.3,90.4,94.92,0.0,False
534-17-2092,Alex,Yangon,Normal,Female,Fashion accessories,68.55,10.0,34.275,719.775,02/26/2019,02:18,Credit card,685.5,4.761904762,34.275,7.2,685.5,719.775,0.0,False
336-59-6410,Alex,Mandalay,Member,Female,Sports and travel,68.35,2.0,6.835,143.535,02/26/2019,07:17,Cash,136.7,4.761904762,6.835,5.8,136.7,143.535,0.0,False
618-32-3190,Alex,Yangon,Member,Male,Health and beauty,51.4,1.0,2.5700000000000003,46.3608,02/26/2019,08:52,Ewallet,51.4,4.761904762,2.57,8.0,51.4,53.97,7.609200000000001,True
743-11-9438,Alex,Naypyitaw,Member,Female,Health and beauty,91.69,4.0,18.338,385.098,02/26/2019,03:34,Cash,366.76,4.761904762,18.338,9.7,366.76,385.098,0.0,False
608-91-2019,Alex,Yangon,Normal,Male,Food and beverages,39.96,10.0,19.980000000000004,419.58,02/26/2019,23:26,Cash,399.6,4.761904762,19.98,7.3,399.6,419.58000000000004,5.684341886080802e-14,False
599-33-5581,Giza,Mandalay,Member,Male,Sports and travel,95.52,6.0,28.656000000000002,601.776,02/26/2019,16:18,Ewallet,573.12,4.761904762,28.656,8.0,573.12,601.776,0.0,False
320-86-3840,Giza,Mandalay,Normal,Female,Fashion accessories,79.44,7.0,27.804,574.2095,02/26/2019,23:48,Ewallet,556.08,4.761904762,27.804,8.9,556.0799999999999,583.8839999999999,9.674499999999853,True
398-14-2251,Alex,Yangon,Member,Male,Health and beauty,17.58,3.0,2.637,55.377,02/26/2019,14:08,Ewallet,52.74,4.761904762,2.637,4.9,52.739999999999995,55.376999999999995,7.105427357601002e-15,False
923-75-1805,Cairo,Naypyitaw,Normal,Male,Food and beverages,67.72,7.0,23.701999999999998,464.1605,02/26/2019,11:23,Credit card,474.04,4.761904762,23.702,7.8,474.03999999999996,497.74199999999996,33.58149999999995,True
553-54-5542,Alex,Naypyitaw,Normal,Female,Health and beauty,52.9,4.0,10.58,222.18,02/26/2019,17:33,Cash,211.6,4.761904762,10.58,4.7,211.6,222.18,0.0,False
843-42-1099,Alex,Mandalay,Member,Female,Home and lifestyle,98.32,1.0,4.916,103.236,02/26/2019,17:18,Ewallet,98.32,4.761904762,4.916,5.1,98.32,103.23599999999999,1.4210854715202004e-14,False
443-97-1384,Cairo,Mandalay,Member,Female,Fashion accessories,91.91,7.0,32.1685,675.5385,02/26/2019,09:13,Credit card,643.37,4.761904762,32.1685,8.2,643.37,675.5385,0.0,False
194-86-7777,Cairo,Yangon,Member,Female,Health and beauty,96.08,9.0,43.236000000000004,907.956,02/26/2019,23:55,Cash,864.72,4.761904762,43.236,6.3,864.72,907.956,0.0,False
129-29-1085,Alex,Mandalay,Normal,Female,Electronic accessories,82.3,8.0,32.92,691.32,02/26/2019,14:49,Cash,658.4,4.761904762,32.92,5.9,658.4,691.3199999999999,1.1368683772161603e-13,False
279-16-3416,Cairo,Mandalay,Normal,Female,Health and beauty,47.16,10.0,23.58,495.18,02/26/2019,14:20,Cash,471.6,4.761904762,23.58,4.2,471.59999999999997,495.17999999999995,5.684341886080802e-14,False
975-40-9052,Giza,Yangon,Normal,Male,Health and beauty,29.72,8.0,11.888,249.648,02/26/2019,03:32,Ewallet,237.76,4.761904762,11.888,9.2,237.76,249.648,0.0,False
356-20-7092,Cairo,Naypyitaw,Member,Male,Sports and travel,66.3,4.0,13.26,287.8279,02/26/2019,00:00,Ewallet,265.2,4.761904762,13.26,6.6,265.2,278.46,9.36790000000002,True
263-62-2075,Giza,Yangon,Normal,Male,Home and lifestyle,97.27,9.0,43.7715,919.2015,02/26/2019,22:09,Ewallet,875.43,4.761904762,43.7715,5.2,875.43,919.2014999999999,1.1368683772161603e-13,False
726-25-6553,Alex,Naypyitaw,Member,Male,Health and beauty,59.14,9.0,26.613,523.6181,02/26/2019,22:57,Cash,532.26,4.761904762,26.613,7.1,532.26,558.873,35.25490000000002,True
835-19-6063,Cairo,Mandalay,Normal,Male,Electronic accessories,25.75,2.0,2.575,54.075,02/26/2019,06:09,Credit card,51.5,4.761904762,2.575,9.2,51.5,54.075,0.0,False
369-73-6318,Cairo,Naypyitaw,Member,Male,Health and beauty,88.61,10.0,44.30500000000001,930.405,02/26/2019,06:25,Cash,886.1,4.761904762,44.305,6.5,886.1,930.405,0.0,False
116-46-9329,Cairo,Naypyitaw,Normal,Male,Fashion accessories,35.64,5.0,8.91,187.11,02/26/2019,09:50,Ewallet,178.2,4.761904762,8.91,7.4,178.2,187.10999999999999,2.842170943040401e-14,False
418-49-9773,Cairo,Yangon,Member,Male,Health and beauty,97.15,7.0,34.002500000000005,714.0525,02/26/2019,16:51,Credit card,680.05,4.761904762,34.0025,7.6,680.0500000000001,714.0525000000001,1.1368683772161603e-13,False
854-49-3740,Alex,Naypyitaw,Normal,Male,Health and beauty,93.93,10.0,46.965,986.265,02/26/2019,03:32,Credit card,939.3,4.761904762,46.965,8.2,939.3000000000001,986.2650000000001,1.1368683772161603e-13,False
719-62-4691,Cairo,Mandalay,Normal,Female,Sports and travel,16.44,1.0,0.8220000000000001,17.262,02/26/2019,15:36,Credit card,16.44,4.761904762,0.822,9.6,16.44,17.262,0.0,False
197-18-9441,Giza,Mandalay,Member,Male,Sports and travel,14.36,6.0,4.308,90.468,02/26/2019,21:51,Credit card,86.16,4.761904762,4.308,5.8,86.16,90.46799999999999,1.4210854715202004e-14,False
559-63-8026,Giza,Yangon,Normal,Male,Health and beauty,45.06,4.0,9.012,189.252,02/26/2019,11:34,Credit card,180.24,4.761904762,9.012,4.8,180.24,189.252,0.0,False
259-59-9159,Cairo,Naypyitaw,Member,Male,Fashion accessories,89.07,7.0,31.174500000000002,654.6645,02/26/2019,20:17,Cash,623.49,4.761904762,31.1745,4.5,623.49,654.6645,0.0,False
605-58-8866,Cairo,Yangon,Member,Female,Health and beauty,73.48,2.0,7.348000000000001,133.6884,02/26/2019,09:21,Cash,146.96,4.761904762,7.348,4.4,146.96,154.30800000000002,20.61960000000002,True
927-33-4475,Giza,Mandalay,Normal,Female,Sports and travel,75.22,9.0,33.849000000000004,710.829,02/26/2019,18:21,Ewallet,676.98,4.761904762,33.849,9.6,676.98,710.8290000000001,1.1368683772161603e-13,False
375-98-9724,Cairo,Naypyitaw,Normal,Female,Home and lifestyle,11.62,9.0,5.229,109.809,02/26/2019,20:17,Credit card,104.58,4.761904762,5.229,4.0,104.58,109.809,0.0,False
610-89-9149,Giza,Yangon,Member,Male,Sports and travel,66.92,4.0,13.384,281.064,02/26/2019,13:45,Credit card,267.68,4.761904762,13.384,9.4,267.68,281.064,0.0,False
237-12-2436,Alex,Naypyitaw,Normal,Female,Food and beverages,25.57,3.0,3.8355000000000006,80.5455,02/26/2019,22:28,Ewallet,76.71,4.761904762,3.8355,6.4,76.71000000000001,80.5455,0.0,False
175-65-9094,Alex,Mandalay,Normal,Male,Fashion accessories,39.69,10.0,19.845,416.745,02/26/2019,07:43,Cash,396.9,4.761904762,19.845,8.9,396.9,416.745,0.0,False
552-65-9540,Giza,Mandalay,Member,Male,Food and beverages,15.62,2.0,1.562,32.802,02/26/2019,19:48,Ewallet,31.24,4.761904762,1.562,5.6,31.24,32.802,0.0,False
982-66-6776,Alex,Naypyitaw,Normal,Female,Electronic accessories,74.89,9.0,33.7005,707.7105,02/26/2019,00:12,Cash,674.01,4.761904762,33.7005,9.8,674.01,707.7105,0.0,False
598-33-5310,Cairo,Yangon,Normal,Male,Sports and travel,84.09,6.0,25.227000000000004,529.767,02/26/2019,19:10,Credit card,504.54,4.761904762,25.227,6.0,504.54,529.767,0.0,False
986-25-5364,Alex,Mandalay,Member,Female,Sports and travel,96.23,4.0,19.246000000000002,404.166,02/26/2019,14:07,Ewallet,384.92,4.761904762,19.246,7.3,384.92,404.166,0.0,False
955-77-1618,Cairo,Mandalay,Member,Female,Health and beauty,24.6,10.0,12.3,258.3,02/26/2019,19:18,Ewallet,246.0,4.761904762,12.3,8.9,246.0,258.3,0.0,False
595-36-5474,Alex,Mandalay,Member,Female,Sports and travel,99.11,7.0,34.6885,728.4585,02/26/2019,18:52,Credit card,693.77,4.761904762,34.6885,6.6,693.77,728.4585,0.0,False
464-25-1064,Cairo,Yangon,Member,Female,Fashion accessories,56.59,3.0,8.4885,178.2585,02/26/2019,22:37,Ewallet,169.77,4.761904762,8.4885,4.5,169.77,178.2585,0.0,False
647-21-4198,Giza,Yangon,Member,Female,Electronic accessories,26.9,5.0,6.7250000000000005,141.225,02/26/2019,10:28,Credit card,134.5,4.761904762,6.725,6.4,134.5,141.225,0.0,False
383-95-7050,Giza,Naypyitaw,Normal,Female,Health and beauty,45.76,5.0,11.44,240.24,02/26/2019,09:28,Credit card,228.8,4.761904762,11.44,7.8,228.79999999999998,240.23999999999998,2.842170943040401e-14,False
177-96-7258,Alex,Mandalay,Normal,Female,Sports and travel,71.36,10.0,35.68,749.28,02/26/2019,08:18,Credit card,713.6,4.761904762,35.68,4.0,713.6,749.28,0.0,False
781-34-5032,Cairo,Yangon,Normal,Male,Food and beverages,70.1,8.0,28.04,549.6345,02/26/2019,22:50,Credit card,560.8,4.761904762,28.04,9.1,560.8,588.8399999999999,39.205499999999915,True
993-95-2014,Cairo,Yangon,Member,Female,Electronic accessories,70.54,3.0,10.581000000000001,222.201,02/26/2019,12:08,Credit card,211.62,4.761904762,10.581,8.5,211.62,222.201,0.0,False
599-57-5476,Alex,Mandalay,Normal,Male,Sports and travel,85.68,10.0,42.84,899.64,02/26/2019,14:09,Cash,856.8,4.761904762,42.84,7.4,856.8000000000001,899.6400000000001,1.1368683772161603e-13,False
520-25-8985,Alex,Yangon,Normal,Male,Sports and travel,45.58,5.0,11.395,239.295,02/26/2019,05:08,Credit card,227.9,4.761904762,11.395,6.2,227.89999999999998,239.295,0.0,False
527-50-4554,Cairo,Naypyitaw,Normal,Female,Food and beverages,58.93,3.0,8.8395,185.6295,02/26/2019,03:33,Credit card,176.79,4.761904762,8.8395,7.3,176.79,185.62949999999998,2.842170943040401e-14,False
629-86-4848,Alex,Yangon,Member,Male,Fashion accessories,62.03,6.0,18.609,390.789,02/26/2019,20:24,Credit card,372.18,4.761904762,18.609,7.8,372.18,390.789,0.0,False
588-91-7584,Cairo,Naypyitaw,Member,Male,Food and beverages,26.65,9.0,11.9925,286.0219,02/26/2019,09:04,Cash,239.85,4.761904762,11.9925,4.4,239.85,251.8425,34.179400000000015,True
430-65-8440,Giza,Naypyitaw,Normal,Female,Fashion accessories,90.02,7.0,31.507,661.647,02/26/2019,03:57,Cash,630.14,4.761904762,31.507,5.3,630.14,661.6469999999999,1.1368683772161603e-13,False
878-99-4790,Alex,Naypyitaw,Normal,Female,Food and beverages,35.37,10.0,17.685,371.385,02/26/2019,18:18,Cash,353.7,4.761904762,17.685,8.2,353.7,371.385,0.0,False
760-60-8148,Cairo,Yangon,Normal,Male,Food and beverages,17.66,3.0,2.6490000000000005,55.629,02/26/2019,11:37,Credit card,52.98,4.761904762,2.649,7.0,52.980000000000004,55.629000000000005,7.105427357601002e-15,False
880-45-4424,Cairo,Yangon,Member,Male,Fashion accessories,59.88,2.0,5.988,110.0617,02/26/2019,01:04,Ewallet,119.76,4.761904762,5.988,6.1,119.76,125.748,15.686300000000003,True
301-65-7423,Giza,Naypyitaw,Member,Male,Food and beverages,40.65,10.0,20.325000000000003,426.825,02/26/2019,20:39,Cash,406.5,4.761904762,20.325,8.8,406.5,426.825,0.0,False
134-90-2948,Giza,Yangon,Member,Female,Home and lifestyle,25.22,10.0,12.61,226.6736,02/26/2019,11:19,Credit card,252.2,4.761904762,12.61,9.4,252.2,264.81,38.13640000000001,True
676-66-1874,Alex,Yangon,Normal,Male,Sports and travel,49.38,8.0,19.752000000000002,414.792,02/26/2019,02:53,Credit card,395.04,4.761904762,19.752,5.4,395.04,414.79200000000003,5.684341886080802e-14,False
972-29-2968,Alex,Naypyitaw,Member,Male,Food and beverages,84.61,4.0,16.922,355.362,02/26/2019,04:27,Credit card,338.44,4.761904762,16.922,9.2,338.44,355.362,0.0,False
218-34-7572,Cairo,Naypyitaw,Normal,Male,Home and lifestyle,40.24,10.0,20.120000000000005,422.52,02/26/2019,02:32,Credit card,402.4,4.761904762,20.12,4.6,402.40000000000003,422.52000000000004,5.684341886080802e-14,False
505-18-3371,Alex,Naypyitaw,Normal,Female,Sports and travel,22.48,7.0,7.868000000000001,165.228,02/26/2019,15:09,Credit card,157.36,4.761904762,7.868,6.9,157.36,165.228,0.0,False
932-22-7556,Alex,Mandalay,Member,Female,Electronic accessories,29.07,7.0,10.174500000000002,213.6645,02/26/2019,07:09,Ewallet,203.49,4.761904762,10.1745,9.1,203.49,213.6645,0.0,False
703-19-1660,Giza,Naypyitaw,Normal,Male,Food and beverages,69.66,7.0,24.381,512.001,02/26/2019,15:26,Ewallet,487.62,4.761904762,24.381,9.8,487.62,512.001,0.0,False
269-69-1596,Giza,Mandalay,Member,Female,Sports and travel,41.96,5.0,10.490000000000002,220.29,02/26/2019,08:29,Ewallet,209.8,4.761904762,10.49,8.8,209.8,220.29000000000002,2.842170943040401e-14,False
557-11-7538,Cairo,Naypyitaw,Normal,Female,Sports and travel,53.71,1.0,2.6855,56.3955,02/26/2019,01:40,Cash,53.71,4.761904762,2.6855,7.2,53.71,56.3955,0.0,False
434-97-6809,Giza,Yangon,Normal,Male,Electronic accessories,85.39,2.0,8.539,179.319,02/26/2019,00:23,Credit card,170.78,4.761904762,8.539,5.7,170.78,179.319,0.0,False
915-12-2001,Giza,Naypyitaw,Member,Female,Food and beverages,49.94,7.0,17.479,367.059,02/26/2019,18:42,Credit card,349.58,4.761904762,17.479,5.9,349.58,367.05899999999997,5.684341886080802e-14,False
202-30-6526,Giza,Naypyitaw,Normal,Female,Home and lifestyle,79.23,10.0,39.61500000000001,831.915,02/27/2019,15:02,Cash,792.3,4.761904762,39.615,4.4,792.3000000000001,831.9150000000001,1.1368683772161603e-13,False
935-72-1025,Alex,Yangon,Normal,Female,Fashion accessories,35.95,7.0,12.582500000000003,264.2325,02/27/2019,18:52,Cash,251.65,4.761904762,12.5825,5.0,251.65000000000003,264.2325,0.0,False
377-30-9288,Giza,Naypyitaw,Normal,Female,Electronic accessories,10.56,8.0,4.224,88.704,02/27/2019,16:11,Cash,84.48,4.761904762,4.224,6.9,84.48,88.70400000000001,1.4210854715202004e-14,False
101-59-9757,Giza,Yangon,Normal,Male,Electronic accessories,14.18,5.0,3.5450000000000004,74.445,02/27/2019,10:35,Ewallet,70.9,4.761904762,3.545,8.4,70.9,74.44500000000001,1.4210854715202004e-14,False
438-36-4830,Cairo,Mandalay,Normal,Male,Home and lifestyle,50.43,10.0,25.215000000000003,529.515,02/27/2019,03:34,Ewallet,504.3,4.761904762,25.215,8.6,504.3,529.515,0.0,False
224-62-6714,Cairo,Mandalay,Member,Male,Fashion accessories,24.55,9.0,11.047500000000001,231.9975,02/27/2019,17:23,Ewallet,220.95,4.761904762,11.0475,8.0,220.95000000000002,231.99750000000003,2.842170943040401e-14,False
818-74-1445,Alex,Yangon,Normal,Male,Electronic accessories,58.64,8.0,23.456000000000003,492.576,02/27/2019,07:50,Credit card,469.12,4.761904762,23.456,5.5,469.12,492.576,0.0,False
476-38-7254,Cairo,Yangon,Member,Female,Fashion accessories,81.82,8.0,32.728,687.288,02/27/2019,14:08,Ewallet,654.56,4.761904762,32.728,7.9,654.56,687.2879999999999,1.1368683772161603e-13,False
176-34-1149,Cairo,Mandalay,Member,Female,Sports and travel,16.94,6.0,5.082000000000001,106.722,02/27/2019,04:52,Cash,101.64,4.761904762,5.082,9.1,101.64000000000001,106.72200000000001,1.4210854715202004e-14,False
625-66-1541,Alex,Naypyitaw,Member,Male,Electronic accessories,14.56,8.0,5.824000000000001,122.304,02/27/2019,06:16,Cash,116.48,4.761904762,5.824,7.7,116.48,122.304,0.0,False
734-64-6559,Alex,Mandalay,Member,Male,Sports and travel,22.64,2.0,2.2640000000000002,47.544,02/27/2019,16:47,Credit card,45.28,4.761904762,2.264,5.3,45.28,47.544000000000004,7.105427357601002e-15,False
969-87-1187,Cairo,Naypyitaw,Normal,Male,Home and lifestyle,57.19,6.0,17.157,383.4549,02/27/2019,19:36,Ewallet,343.14,4.761904762,17.157,7.2,343.14,360.29699999999997,23.15790000000004,True
490-73-3269,Cairo,Mandalay,Normal,Male,Electronic accessories,84.0,4.0,16.8,352.8,02/27/2019,06:30,Ewallet,336.0,4.761904762,16.8,5.5,336.0,352.8,0.0,False
178-42-8881,Giza,Naypyitaw,Member,Female,Electronic accessories,26.75,1.0,1.3375000000000001,28.0875,02/27/2019,18:45,Ewallet,26.75,4.761904762,1.3375,4.4,26.75,28.0875,0.0,False
553-55-6163,Cairo,Mandalay,Normal,Female,Fashion accessories,48.75,6.0,14.625,307.125,02/27/2019,14:25,Cash,292.5,4.761904762,14.625,7.7,292.5,307.125,0.0,False
698-28-2491,Cairo,Naypyitaw,Normal,Female,Food and beverages,55.64,7.0,19.474000000000004,408.954,02/27/2019,08:22,Cash,389.48,4.761904762,19.474,9.4,389.48,408.954,0.0,False
